Foot,Phase,Slope,Intervention,Max Flexion,Max Abduction,Max Adduction,Max Internal Rotation,Max External Rotation,,,,,,,,,,,,,
Right,P5,30,2,99.57,1.18,-12.03,N/A,-15.68,,,,,,,,,,,,,
Right,P5,30,2,100.82,N/A,-21.96,N/A,-13.40,,,,,,,,,,,,,
Right,P5,30,2,103.30,0.80,-14.53,N/A,-13.72,,,,,,,,,,,,,
Right,P5,30,2,97.21,N/A,-21.16,N/A,-11.98,,,,,,,,,,,,,
Right,P5,30,2,74.60,2.67,-14.20,N/A,-4.54,,,,,,,,,,,,,
Right,P5,30,2,76.37,2.20,-14.45,1.95,-2.63,,,,,,,,,,,,,
Right,P5,30,2,77.39,1.66,-16.53,0.46,-3.90,,,,,,,,,,,,,
Right,P5,30,2,75.08,4.11,-9.47,1.34,-2.05,,,,,,,,,,,,,
Right,P5,30,2,78.43,4.56,-12.41,3.80,-0.05,,,,,,,,,,,,,
Right,P5,30,2,101.12,3.67,-18.30,N/A,-9.45,,,,,,,,,,,,,
Right,P5,30,2,103.06,5.34,-15.15,N/A,-13.19,,,,,,,,,,,,,
Right,P5,30,2,142.65,N/A,-13.03,22.65,N/A,,,,,,,,,,,,,
Right,P5,30,2,146.52,N/A,-12.61,19.58,N/A,,,,,,,,,,,,,
Right,P5,30,2,148.25,N/A,-12.11,29.13,N/A,,,,,,,,,,,,,
Right,P5,30,2,88.67,0.87,-18.25,N/A,-9.45,,,,,,,,,,,,,
Right,P5,30,2,95.67,2.09,-13.90,N/A,-8.08,,,,,,,,,,,,,
Right,P5,30,2,94.51,5.01,-10.91,N/A,-8.95,,,,,,,,,,,,,
Right,P5,30,2,95.25,5.05,-9.92,N/A,-10.19,,,,,,,,,,,,,
Right,P5,30,2,95.01,4.20,-10.65,N/A,-6.68,,,,,,,,,,,,,
Right,P5,30,2,102.70,9.93,-0.45,N/A,-15.81,,,,,,,,,,,,,
Right,P5,30,2,104.22,14.06,-3.33,N/A,-15.77,,,,,,,,,,,,,
Right,P5,30,2,101.28,13.23,-3.04,N/A,-15.58,,,,,,,,,,,,,
Right,P5,30,2,101.63,13.51,-0.32,N/A,-15.85,,,,,,,,,,,,,
Right,P5,30,2,99.15,12.29,-2.80,N/A,-13.81,,,,,,,,,,,,,
Right,P5,30,2,98.57,10.19,-0.42,0.57,-1.19,,,,,,,,,,,,,
Right,P5,30,2,95.79,12.81,N/A,N/A,-3.12,,,,,,,,,,,,,
Right,P5,30,2,94.39,10.33,-3.65,N/A,-2.19,,,,,,,,,,,,,
Right,P5,30,2,97.06,10.94,-1.82,N/A,-3.08,,,,,,,,,,,,,
Right,P5,30,2,95.72,9.89,N/A,N/A,-4.12,,,,,,,,,,,,,
Right,P5,30,3,86.19,N/A,-17.00,N/A,-12.41,,,,,,,,,,,,,
Right,P5,30,3,104.40,N/A,-17.75,0.23,-5.94,,,,,,,,,,,,,
Right,P5,30,3,95.41,N/A,-16.89,N/A,-5.10,,,,,,,,,,,,,
Right,P5,30,3,91.14,N/A,-10.56,N/A,-5.09,,,,,,,,,,,,,
Right,P5,30,3,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Right,P5,30,3,100.07,7.02,-2.73,N/A,-16.31,,,,,,,,,,,,,
Right,P5,30,3,99.93,9.93,-4.72,N/A,-16.26,,,,,,,,,,,,,
Right,P5,30,3,99.37,7.32,-2.85,N/A,-15.45,,,,,,,,,,,,,
Right,P5,30,3,100.06,10.21,-4.13,N/A,-14.89,,,,,,,,,,,,,
Right,P5,30,3,99.56,8.17,-4.49,N/A,-15.06,,,,,,,,,,,,,
Right,P5,30,3,91.25,N/A,-8.39,5.32,N/A,,,,,,,,,,,,,
Right,P5,30,3,94.31,N/A,-9.11,3.48,N/A,,,,,,,,,,,,,
Right,P5,30,3,91.70,N/A,-8.33,2.02,N/A,,,,,,,,,,,,,
Right,P5,30,3,91.18,N/A,-9.90,1.17,-1.92,,,,,,,,,,,,,
Right,P5,30,3,88.44,N/A,-9.71,N/A,-2.21,,,,,,,,,,,,,
Right,P5,30,3,97.50,1.95,-14.40,N/A,-14.85,,,,,,,,,,,,,
Right,P5,30,3,95.99,1.20,-13.36,N/A,-14.01,,,,,,,,,,,,,
Right,P5,30,3,97.33,2.14,-13.88,N/A,-14.37,,,,,,,,,,,,,
Right,P5,30,3,93.04,1.28,-16.26,N/A,-14.01,,,,,,,,,,,,,
Right,P5,30,3,93.83,1.46,-14.83,N/A,-14.03,,,,,,,,,,,,,
Right,P5,30,3,77.30,8.31,-7.38,3.16,-0.62,,,,,,,,,,,,,
Right,P5,30,3,78.17,8.13,-9.98,2.74,N/A,,,,,,,,,,,,,
Right,P5,30,3,77.10,8.34,-9.01,2.42,-1.84,,,,,,,,,,,,,
Right,P5,30,3,76.13,7.45,-7.47,3.84,N/A,,,,,,,,,,,,,
Right,P5,30,3,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Right,P5,30,3,105.97,2.54,-11.33,5.36,-2.30,,,,,,,,,,,,,
Right,P5,30,3,86.19,N/A,-17.00,N/A,-12.41,,,,,,,,,,,,,
Right,P5,30,3,98.27,N/A,-16.71,3.74,-0.22,,,,,,,,,,,,,
Right,P5,30,3,99.20,1.84,-13.38,4.23,-0.02,,,,,,,,,,,,,
Right,P5,30,3,101.13,2.41,-15.62,3.90,-1.00,,,,,,,,,,,,,
Right,P5,30,3,88.70,N/A,-16.61,N/A,-8.51,,,,,,,,,,,,,
Right,P5,30,3,92.05,1.13,-14.94,N/A,-6.21,,,,,,,,,,,,,
Right,P5,30,3,94.96,N/A,-16.71,N/A,-7.67,,,,,,,,,,,,,
Right,P5,30,3,96.57,N/A,-16.45,N/A,-5.62,,,,,,,,,,,,,
Right,P5,30,3,96.24,N/A,-22.25,N/A,-5.68,,,,,,,,,,,,,
Right,P5,30,3,93.63,10.42,-2.88,N/A,-10.78,,,,,,,,,,,,,
Right,P5,30,3,99.46,10.39,-0.37,N/A,-10.63,,,,,,,,,,,,,
Right,P5,30,3,102.41,9.02,N/A,N/A,-9.05,,,,,,,,,,,,,
Right,P5,30,3,103.81,8.29,N/A,N/A,-8.83,,,,,,,,,,,,,
Right,P5,30,3,110.54,9.38,N/A,N/A,-10.43,,,,,,,,,,,,,
Right,P5,30,3,96.85,10.06,-2.30,0.56,-1.24,,,,,,,,,,,,,
Right,P5,30,3,97.52,10.55,N/A,0.51,-1.44,,,,,,,,,,,,,
Right,P5,30,3,94.26,10.96,N/A,0.43,-1.34,,,,,,,,,,,,,
Right,P5,30,3,95.99,11.01,N/A,0.77,-2.33,,,,,,,,,,,,,
Right,P5,30,3,94.44,9.97,-0.17,0.81,-1.17,,,,,,,,,,,,,
Right,P5,30,4,140.72,N/A,-12.32,18.14,N/A,,,,,,,,,,,,,
Right,P5,30,4,141.57,N/A,-12.53,22.40,N/A,,,,,,,,,,,,,
Right,P5,30,4,143.88,N/A,-12.57,24.90,N/A,,,,,,,,,,,,,
Right,P5,30,4,144.01,N/A,-13.35,26.32,N/A,,,,,,,,,,,,,
Right,P5,30,4,144.92,N/A,-12.43,25.10,N/A,,,,,,,,,,,,,
Right,P5,30,4,108.74,14.32,N/A,N/A,-12.39,,,,,,,,,,,,,
Right,P5,30,4,113.85,12.73,N/A,N/A,-11.54,,,,,,,,,,,,,
Right,P5,30,4,117.72,13.39,N/A,N/A,-16.64,,,,,,,,,,,,,
Right,P5,30,4,114.40,11.93,N/A,N/A,-18.56,,,,,,,,,,,,,
Right,P5,30,4,114.85,9.97,N/A,N/A,-12.89,,,,,,,,,,,,,
Right,P5,30,4,95.21,N/A,-8.24,N/A,-4.36,,,,,,,,,,,,,
Right,P5,30,4,91.48,N/A,-9.16,N/A,-4.13,,,,,,,,,,,,,
Right,P5,30,4,96.57,N/A,-10.79,0.25,-1.79,,,,,,,,,,,,,
Right,P5,30,4,97.62,N/A,-11.08,N/A,-3.24,,,,,,,,,,,,,
Right,P5,30,4,101.37,N/A,-9.16,0.42,-2.33,,,,,,,,,,,,,
Right,P5,30,4,110.14,N/A,-9.35,N/A,-11.40,,,,,,,,,,,,,
Right,P5,30,4,112.41,N/A,-9.42,N/A,-9.73,,,,,,,,,,,,,
Right,P5,30,4,108.07,N/A,-10.30,N/A,-10.64,,,,,,,,,,,,,
Right,P5,30,4,111.01,N/A,-9.71,N/A,-9.94,,,,,,,,,,,,,
Right,P5,30,4,108.50,N/A,-9.57,N/A,-10.63,,,,,,,,,,,,,
Right,P5,30,4,85.80,13.07,-2.62,6.77,N/A,,,,,,,,,,,,,
Right,P5,30,4,81.38,11.61,N/A,7.65,N/A,,,,,,,,,,,,,
Right,P5,30,4,84.00,12.39,N/A,8.32,N/A,,,,,,,,,,,,,
Right,P5,30,4,81.29,N/A,N/A,7.73,N/A,,,,,,,,,,,,,
Right,P5,30,4,84.17,N/A,N/A,8.17,N/A,,,,,,,,,,,,,
Right,P5,30,4,144.56,12.47,N/A,20.98,N/A,,,,,,,,,,,,,
Right,P5,30,4,145.14,13.40,N/A,20.93,N/A,,,,,,,,,,,,,
Right,P5,30,4,146.93,N/A,-10.96,14.16,N/A,,,,,,,,,,,,,
Right,P5,30,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Right,P5,30,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Right,P5,30,4,111.86,N/A,-11.20,2.35,-2.84,,,,,,,,,,,,,
Right,P5,30,4,109.98,N/A,-10.85,0.66,-4.51,,,,,,,,,,,,,
Right,P5,30,4,110.60,0.61,-5.89,0.39,-5.92,,,,,,,,,,,,,
Right,P5,30,4,N/A,2.53,-4.49,N/A,N/A,,,,,,,,,,,,,
Right,P5,30,4,N/A,3.34,-4.53,N/A,N/A,,,,,,,,,,,,,
Right,P5,30,4,115.18,10.23,N/A,N/A,-16.11,,,,,,,,,,,,,
Right,P5,30,4,116.41,9.34,N/A,N/A,-14.94,,,,,,,,,,,,,
Right,P5,30,4,122.44,8.14,N/A,N/A,-16.11,,,,,,,,,,,,,
Right,P5,30,4,128.70,5.31,N/A,N/A,-15.40,,,,,,,,,,,,,
Right,P5,30,4,119.30,10.36,N/A,N/A,-18.11,,,,,,,,,,,,,
Right,P5,30,4,114.06,8.38,N/A,2.48,-0.05,,,,,,,,,,,,,
Right,P5,30,4,111.47,7.95,N/A,1.11,-0.71,,,,,,,,,,,,,
Right,P5,30,4,116.92,8.49,N/A,0.88,-1.99,,,,,,,,,,,,,
Right,P5,30,4,115.03,7.94,N/A,1.67,-0.97,,,,,,,,,,,,,
Right,P5,30,4,115.21,7.48,N/A,2.67,N/A,,,,,,,,,,,,,
Right,P6,0,1,128.51,N/A,-4.41,6.55,N/A,,,,,,,,,,,,,
Right,P6,0,1,128.04,N/A,-4.76,7.85,N/A,,,,,,,,,,,,,
Right,P6,0,1,129.92,N/A,-5.99,10.58,N/A,,,,,,,,,,,,,
Right,P6,0,1,128.67,N/A,-5.96,9.36,N/A,,,,,,,,,,,,,
Right,P6,0,1,129.15,N/A,-5.98,8.26,N/A,,,,,,,,,,,,,
Right,P6,0,1,138.08,6.66,N/A,N/A,-9.11,,,,,,,,,,,,,
Right,P6,0,1,137.20,6.36,N/A,N/A,-6.95,,,,,,,,,,,,,
Right,P6,0,1,136.63,6.65,N/A,N/A,-8.80,,,,,,,,,,,,,
Right,P6,0,1,135.96,8.33,N/A,N/A,-8.54,,,,,,,,,,,,,
Right,P6,0,1,133.20,8.42,N/A,N/A,-9.80,,,,,,,,,,,,,
Right,P6,0,1,128.89,N/A,-8.11,11.98,N/A,,,,,,,,,,,,,
Right,P6,0,1,133.44,N/A,-8.92,11.78,N/A,,,,,,,,,,,,,
Right,P6,0,1,134.10,N/A,-7.06,12.11,N/A,,,,,,,,,,,,,
Right,P6,0,1,132.50,N/A,-9.80,15.85,N/A,,,,,,,,,,,,,
Right,P6,0,1,130.54,N/A,-9.93,14.21,N/A,,,,,,,,,,,,,
Right,P6,0,1,148.14,N/A,-6.13,N/A,-4.80,,,,,,,,,,,,,
Right,P6,0,1,150.84,N/A,-6.38,N/A,-3.36,,,,,,,,,,,,,
Right,P6,0,1,148.95,N/A,-6.56,N/A,-2.89,,,,,,,,,,,,,
Right,P6,0,1,148.73,N/A,-6.62,N/A,-3.48,,,,,,,,,,,,,
Right,P6,0,1,148.12,N/A,-7.29,N/A,-2.81,,,,,,,,,,,,,
Right,P6,0,1,120.63,2.55,-1.92,12.88,N/A,,,,,,,,,,,,,
Right,P6,0,1,118.78,1.31,-2.98,12.22,N/A,,,,,,,,,,,,,
Right,P6,0,1,120.10,N/A,-2.72,12.77,N/A,,,,,,,,,,,,,
Right,P6,0,1,120.25,N/A,-5.55,12.53,N/A,,,,,,,,,,,,,
Right,P6,0,1,122.04,N/A,-4.07,12.09,N/A,,,,,,,,,,,,,
Right,P6,0,1,150.97,N/A,-6.65,20.05,N/A,,,,,,,,,,,,,
Right,P6,0,1,149.53,N/A,-5.95,14.73,N/A,,,,,,,,,,,,,
Right,P6,0,1,148.14,N/A,-9.49,18.11,N/A,,,,,,,,,,,,,
Right,P6,0,1,151.88,N/A,-8.61,19.36,N/A,,,,,,,,,,,,,
Right,P6,0,1,151.07,N/A,-10.32,19.87,N/A,,,,,,,,,,,,,
Right,P6,0,1,115.27,1.65,-4.16,0.19,-3.70,,,,,,,,,,,,,
Right,P6,0,1,118.99,0.88,-4.61,0.18,-3.96,,,,,,,,,,,,,
Right,P6,0,1,121.43,0.34,-5.55,2.53,-3.04,,,,,,,,,,,,,
Right,P6,0,1,116.16,3.47,-2.15,N/A,-7.41,,,,,,,,,,,,,
Right,P6,0,1,117.78,0.66,-3.91,0.04,-4.25,,,,,,,,,,,,,
Right,P6,0,1,122.46,10.72,N/A,N/A,-16.31,,,,,,,,,,,,,
Right,P6,0,1,126.49,10.15,N/A,N/A,-16.31,,,,,,,,,,,,,
Right,P6,0,1,126.10,11.49,N/A,N/A,-16.61,,,,,,,,,,,,,
Right,P6,0,1,129.02,9.76,N/A,N/A,-16.23,,,,,,,,,,,,,
Right,P6,0,1,128.48,8.64,N/A,N/A,-14.77,,,,,,,,,,,,,
Right,P6,0,1,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Right,P6,0,1,129.38,5.20,N/A,3.96,-3.25,,,,,,,,,,,,,
Right,P6,0,1,130.17,5.02,-0.32,5.74,-3.49,,,,,,,,,,,,,
Right,P6,0,1,127.03,5.69,N/A,4.30,-3.93,,,,,,,,,,,,,
Right,P6,0,1,127.30,8.72,N/A,2.12,-6.24,,,,,,,,,,,,,
Right,P6,0,1,129.26,3.30,N/A,4.72,-1.65,,,,,,,,,,,,,
Right,P6,0,2,122.19,N/A,-14.55,N/A,-13.87,,,,,,,,,,,,,
Right,P6,0,2,117.30,N/A,-12.11,N/A,-6.96,,,,,,,,,,,,,
Right,P6,0,2,118.57,N/A,-12.38,N/A,-6.27,,,,,,,,,,,,,
Right,P6,0,2,120.39,N/A,-12.95,N/A,-6.57,,,,,,,,,,,,,
Right,P6,0,2,121.66,N/A,-12.50,N/A,-8.34,,,,,,,,,,,,,
Right,P6,0,2,136.09,9.54,N/A,N/A,-15.97,,,,,,,,,,,,,
Right,P6,0,2,138.02,10.67,N/A,N/A,-16.10,,,,,,,,,,,,,
Right,P6,0,2,138.51,9.20,N/A,N/A,-15.68,,,,,,,,,,,,,
Right,P6,0,2,135.98,9.06,N/A,N/A,-15.99,,,,,,,,,,,,,
Right,P6,0,2,136.47,8.92,N/A,N/A,-15.68,,,,,,,,,,,,,
Right,P6,0,2,130.56,N/A,-7.54,11.25,N/A,,,,,,,,,,,,,
Right,P6,0,2,129.40,N/A,-9.67,10.67,N/A,,,,,,,,,,,,,
Right,P6,0,2,132.59,N/A,-9.58,10.63,N/A,,,,,,,,,,,,,
Right,P6,0,2,131.50,N/A,-8.96,11.14,N/A,,,,,,,,,,,,,
Right,P6,0,2,130.39,N/A,-9.99,12.13,N/A,,,,,,,,,,,,,
Right,P6,0,2,141.72,N/A,-5.92,N/A,-10.12,,,,,,,,,,,,,
Right,P6,0,2,141.55,N/A,-6.96,N/A,-12.91,,,,,,,,,,,,,
Right,P6,0,2,141.67,N/A,-6.69,N/A,-13.47,,,,,,,,,,,,,
Right,P6,0,2,139.70,N/A,-6.98,N/A,-14.56,,,,,,,,,,,,,
Right,P6,0,2,139.48,N/A,-6.50,N/A,-14.42,,,,,,,,,,,,,
Right,P6,0,2,119.41,N/A,-9.80,9.72,N/A,,,,,,,,,,,,,
Right,P6,0,2,120.30,N/A,-9.50,11.64,N/A,,,,,,,,,,,,,
Right,P6,0,2,119.50,N/A,-8.14,9.98,N/A,,,,,,,,,,,,,
Right,P6,0,2,123.52,N/A,-10.37,11.96,N/A,,,,,,,,,,,,,
Right,P6,0,2,120.52,N/A,-9.26,9.90,N/A,,,,,,,,,,,,,
Right,P6,0,2,144.42,N/A,-6.07,16.56,N/A,,,,,,,,,,,,,
Right,P6,0,2,144.27,N/A,-7.54,10.33,N/A,,,,,,,,,,,,,
Right,P6,0,2,143.70,N/A,-11.14,6.98,N/A,,,,,,,,,,,,,
Right,P6,0,2,142.68,N/A,-13.54,5.28,N/A,,,,,,,,,,,,,
Right,P6,0,2,126.54,N/A,-15.05,N/A,N/A,,,,,,,,,,,,,
Right,P6,0,2,119.88,N/A,-5.45,N/A,-16.96,,,,,,,,,,,,,
Right,P6,0,2,118.94,0.71,-2.23,N/A,-18.01,,,,,,,,,,,,,
Right,P6,0,2,125.07,N/A,-5.56,N/A,-16.68,,,,,,,,,,,,,
Right,P6,0,2,118.32,0.54,-3.61,N/A,-16.20,,,,,,,,,,,,,
Right,P6,0,2,117.32,N/A,-4.26,N/A,-15.63,,,,,,,,,,,,,
Right,P6,0,2,121.76,2.34,N/A,N/A,-12.47,,,,,,,,,,,,,
Right,P6,0,2,127.91,6.36,N/A,N/A,-15.29,,,,,,,,,,,,,
Right,P6,0,2,134.30,6.96,N/A,N/A,-22.03,,,,,,,,,,,,,
Right,P6,0,2,121.81,6.02,N/A,N/A,-15.23,,,,,,,,,,,,,
Right,P6,0,2,124.90,8.62,N/A,N/A,-18.54,,,,,,,,,,,,,
Right,P6,0,2,126.39,8.10,N/A,N/A,-19.73,,,,,,,,,,,,,
Right,P6,0,2,130.59,4.37,N/A,N/A,-4.39,,,,,,,,,,,,,
Right,P6,0,2,126.28,7.13,N/A,N/A,-10.08,,,,,,,,,,,,,
Right,P6,0,2,126.93,7.36,N/A,N/A,-7.84,,,,,,,,,,,,,
Right,P6,0,2,128.84,5.69,N/A,N/A,-7.36,,,,,,,,,,,,,
Right,P6,0,2,129.20,7.42,N/A,N/A,-4.83,,,,,,,,,,,,,
Right,P6,0,3,117.41,N/A,-9.22,1.82,-2.92,,,,,,,,,,,,,
Right,P6,0,3,113.91,N/A,-8.08,N/A,-7.67,,,,,,,,,,,,,
Right,P6,0,3,114.46,N/A,-11.73,N/A,-9.90,,,,,,,,,,,,,
Right,P6,0,3,110.36,N/A,-5.96,N/A,-10.14,,,,,,,,,,,,,
Right,P6,0,3,112.87,N/A,-7.69,N/A,-10.00,,,,,,,,,,,,,
Right,P6,0,3,135.50,8.28,N/A,N/A,-13.82,,,,,,,,,,,,,
Right,P6,0,3,131.59,10.55,N/A,N/A,-18.02,,,,,,,,,,,,,
Right,P6,0,3,132.42,9.36,N/A,N/A,-17.53,,,,,,,,,,,,,
Right,P6,0,3,133.26,8.57,N/A,N/A,-17.11,,,,,,,,,,,,,
Right,P6,0,3,130.92,8.42,N/A,N/A,-19.16,,,,,,,,,,,,,
Right,P6,0,3,138.50,N/A,-10.73,12.60,N/A,,,,,,,,,,,,,
Right,P6,0,3,135.47,N/A,-7.97,13.25,N/A,,,,,,,,,,,,,
Right,P6,0,3,135.95,N/A,-10.30,13.66,N/A,,,,,,,,,,,,,
Right,P6,0,3,134.18,N/A,-9.43,11.35,N/A,,,,,,,,,,,,,
Right,P6,0,3,131.77,N/A,-10.38,15.78,N/A,,,,,,,,,,,,,
Right,P6,0,3,144.79,N/A,-7.04,N/A,-11.03,,,,,,,,,,,,,
Right,P6,0,3,145.14,N/A,-6.95,N/A,-11.75,,,,,,,,,,,,,
Right,P6,0,3,143.13,N/A,-7.26,N/A,-12.10,,,,,,,,,,,,,
Right,P6,0,3,141.03,N/A,-6.90,N/A,-12.18,,,,,,,,,,,,,
Right,P6,0,3,145.15,N/A,-6.65,N/A,-12.11,,,,,,,,,,,,,
Right,P6,0,3,117.97,N/A,-5.60,9.50,N/A,,,,,,,,,,,,,
Right,P6,0,3,123.89,N/A,-7.72,12.06,N/A,,,,,,,,,,,,,
Right,P6,0,3,120.66,N/A,-7.51,11.51,N/A,,,,,,,,,,,,,
Right,P6,0,3,123.25,N/A,-6.47,12.05,N/A,,,,,,,,,,,,,
Right,P6,0,3,121.10,N/A,-5.79,11.62,N/A,,,,,,,,,,,,,
Right,P6,0,3,142.20,N/A,-15.57,4.17,-0.07,,,,,,,,,,,,,
Right,P6,0,3,143.28,N/A,-9.01,10.32,N/A,,,,,,,,,,,,,
Right,P6,0,3,142.78,N/A,-7.55,7.08,N/A,,,,,,,,,,,,,
Right,P6,0,3,147.64,N/A,-6.72,9.50,N/A,,,,,,,,,,,,,
Right,P6,0,3,149.94,N/A,-4.40,16.02,N/A,,,,,,,,,,,,,
Right,P6,0,3,114.73,0.75,-2.86,N/A,-20.00,,,,,,,,,,,,,
Right,P6,0,3,113.91,0.21,-5.38,N/A,-18.51,,,,,,,,,,,,,
Right,P6,0,3,116.41,N/A,-4.94,N/A,-18.93,,,,,,,,,,,,,
Right,P6,0,3,116.98,N/A,-7.18,N/A,-15.53,,,,,,,,,,,,,
Right,P6,0,3,115.65,N/A,-4.79,N/A,-18.66,,,,,,,,,,,,,
Right,P6,0,3,121.07,9.31,N/A,N/A,-14.61,,,,,,,,,,,,,
Right,P6,0,3,123.28,6.63,N/A,N/A,-15.62,,,,,,,,,,,,,
Right,P6,0,3,131.44,7.41,N/A,N/A,-12.94,,,,,,,,,,,,,
Right,P6,0,3,127.51,7.60,N/A,N/A,-16.07,,,,,,,,,,,,,
Right,P6,0,3,127.30,7.07,N/A,N/A,-13.79,,,,,,,,,,,,,
Right,P6,0,3,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Right,P6,0,3,132.32,4.81,N/A,1.97,-5.70,,,,,,,,,,,,,
Right,P6,0,3,128.61,4.42,N/A,N/A,-9.93,,,,,,,,,,,,,
Right,P6,0,3,131.05,2.82,-0.65,0.86,-10.97,,,,,,,,,,,,,
Right,P6,0,3,129.94,3.11,-0.48,0.03,-9.80,,,,,,,,,,,,,
Right,P6,0,3,126.40,0.20,-1.83,N/A,-4.91,,,,,,,,,,,,,
Right,P6,0,4,121.15,N/A,-4.66,4.71,N/A,,,,,,,,,,,,,
Right,P6,0,4,122.39,N/A,-5.88,5.91,N/A,,,,,,,,,,,,,
Right,P6,0,4,126.58,N/A,-7.11,9.00,N/A,,,,,,,,,,,,,
Right,P6,0,4,121.42,N/A,-7.15,6.60,N/A,,,,,,,,,,,,,
Right,P6,0,4,129.22,N/A,-5.59,8.54,N/A,,,,,,,,,,,,,
Right,P6,0,4,137.11,6.68,N/A,N/A,-10.27,,,,,,,,,,,,,
Right,P6,0,4,144.15,5.42,N/A,N/A,-7.66,,,,,,,,,,,,,
Right,P6,0,4,141.23,6.85,N/A,N/A,-8.03,,,,,,,,,,,,,
Right,P6,0,4,139.11,5.61,N/A,N/A,-7.21,,,,,,,,,,,,,
Right,P6,0,4,137.67,5.48,N/A,N/A,-7.79,,,,,,,,,,,,,
Right,P6,0,4,132.54,N/A,-8.88,7.94,N/A,,,,,,,,,,,,,
Right,P6,0,4,133.89,N/A,-7.00,9.86,N/A,,,,,,,,,,,,,
Right,P6,0,4,132.45,N/A,-7.75,12.92,N/A,,,,,,,,,,,,,
Right,P6,0,4,128.73,N/A,-8.70,10.95,N/A,,,,,,,,,,,,,
Right,P6,0,4,129.85,N/A,-8.59,13.60,N/A,,,,,,,,,,,,,
Right,P6,0,4,141.66,N/A,-1.91,N/A,-11.44,,,,,,,,,,,,,
Right,P6,0,4,142.00,N/A,-2.44,N/A,-11.16,,,,,,,,,,,,,
Right,P6,0,4,141.91,N/A,-3.47,N/A,-9.64,,,,,,,,,,,,,
Right,P6,0,4,142.96,0.03,-0.49,N/A,-10.56,,,,,,,,,,,,,
Right,P6,0,4,141.88,N/A,-1.18,N/A,-10.47,,,,,,,,,,,,,
Right,P6,0,4,117.80,N/A,-2.59,12.90,N/A,,,,,,,,,,,,,
Right,P6,0,4,126.99,N/A,-5.34,17.64,N/A,,,,,,,,,,,,,
Right,P6,0,4,121.63,N/A,-2.95,15.12,N/A,,,,,,,,,,,,,
Right,P6,0,4,122.41,0.06,-2.82,14.43,N/A,,,,,,,,,,,,,
Right,P6,0,4,123.80,N/A,-4.98,15.05,N/A,,,,,,,,,,,,,
Right,P6,0,4,141.74,0.20,-3.38,4.11,-2.53,,,,,,,,,,,,,
Right,P6,0,4,143.72,N/A,-1.94,4.79,N/A,,,,,,,,,,,,,
Right,P6,0,4,142.52,0.25,-3.41,3.70,-0.20,,,,,,,,,,,,,
Right,P6,0,4,143.40,0.22,-2.10,3.66,-0.28,,,,,,,,,,,,,
Right,P6,0,4,144.78,N/A,-2.85,6.05,N/A,,,,,,,,,,,,,
Right,P6,0,4,122.12,1.29,-2.57,1.37,-1.97,,,,,,,,,,,,,
Right,P6,0,4,124.19,1.21,-5.23,4.61,-2.48,,,,,,,,,,,,,
Right,P6,0,4,119.38,2.15,-1.84,N/A,-4.08,,,,,,,,,,,,,
Right,P6,0,4,125.29,4.30,-5.05,7.91,-3.36,,,,,,,,,,,,,
Right,P6,0,4,118.68,1.12,-2.81,0.02,-7.50,,,,,,,,,,,,,
Right,P6,0,4,127.31,5.45,N/A,N/A,-10.53,,,,,,,,,,,,,
Right,P6,0,4,126.56,4.75,N/A,N/A,-14.03,,,,,,,,,,,,,
Right,P6,0,4,126.44,4.96,N/A,N/A,-14.00,,,,,,,,,,,,,
Right,P6,0,4,128.55,3.03,N/A,N/A,-8.99,,,,,,,,,,,,,
Right,P6,0,4,128.38,4.32,N/A,N/A,-10.96,,,,,,,,,,,,,
Right,P6,0,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Right,P6,0,4,128.00,7.51,N/A,N/A,-8.42,,,,,,,,,,,,,
Right,P6,0,4,127.50,5.99,N/A,0.07,-5.90,,,,,,,,,,,,,
Right,P6,0,4,128.25,5.05,N/A,N/A,-7.70,,,,,,,,,,,,,
Right,P6,0,4,126.77,7.74,N/A,N/A,-9.27,,,,,,,,,,,,,
Right,P6,0,4,127.82,5.19,N/A,N/A,-7.03,,,,,,,,,,,,,
Right,P6,15,1,144.02,N/A,-7.38,17.57,N/A,,,,,,,,,,,,,
Right,P6,15,1,139.52,N/A,-11.98,20.33,N/A,,,,,,,,,,,,,
Right,P6,15,1,141.40,N/A,-11.29,20.94,N/A,,,,,,,,,,,,,
Right,P6,15,1,140.11,N/A,-12.51,18.18,N/A,,,,,,,,,,,,,
Right,P6,15,1,141.08,N/A,-7.38,14.30,N/A,,,,,,,,,,,,,
Right,P6,15,1,126.72,4.53,N/A,N/A,-6.87,,,,,,,,,,,,,
Right,P6,15,1,124.39,6.79,N/A,N/A,-8.91,,,,,,,,,,,,,
Right,P6,15,1,124.79,7.06,N/A,N/A,-9.51,,,,,,,,,,,,,
Right,P6,15,1,125.82,5.82,N/A,N/A,-8.01,,,,,,,,,,,,,
Right,P6,15,1,125.88,6.97,N/A,N/A,-8.96,,,,,,,,,,,,,
Right,P6,15,1,132.91,N/A,-5.69,4.68,-0.16,,,,,,,,,,,,,
